seed,seat,opponent,arm,product,initial,harvested,collected,bought,sold,fed,applied,discarded,terminal
1403,1,market10,feed,TOMATO,0,23,0,0,23,0,0,0,0
1403,1,market10,feed,WHEAT,0,107,0,129,110,122,0,0,4
1403,1,market10,feed,WOOL,0,46,0,0,46,0,0,0,0
1403,1,market10,care,CARROT,0,0,0,0,0,0,0,0,0
1403,1,market10,care,EGG,0,108,0,0,106,0,0,0,2
1403,1,market10,care,FERTILIZER,0,0,168,0,167,0,0,0,1
1403,1,market10,care,MELON,0,0,0,0,0,0,0,0,0
1403,1,market10,care,MILK,0,71,0,0,71,0,0,0,0
1403,1,market10,care,STRAWBERRY,0,15,0,0,14,0,0,0,1
1403,1,market10,care,TOMATO,0,20,0,0,20,0,0,0,0
1403,1,market10,care,WHEAT,0,103,0,176,111,167,0,0,1
1403,1,market10,care,WOOL,0,64,0,0,64,0,0,0,0
1403,1,market10,fertilizer,CARROT,0,0,0,0,0,0,0,0,0
1403,1,market10,fertilizer,EGG,0,106,0,0,106,0,0,0,0
1403,1,market10,fertilizer,FERTILIZER,0,0,168,0,143,0,25,0,0
1403,1,market10,fertilizer,MELON,0,0,0,0,0,0,0,0,0
1403,1,market10,fertilizer,MILK,0,72,0,0,72,0,0,0,0
1403,1,market10,fertilizer,STRAWBERRY,0,28,0,0,28,0,0,0,0
1403,1,market10,fertilizer,TOMATO,0,46,0,0,46,0,0,0,0
1403,1,market10,fertilizer,WHEAT,0,103,0,175,109,166,0,0,3
1403,1,market10,fertilizer,WOOL,0,64,0,0,64,0,0,0,0
1403,1,livestock_routine,routine,CARROT,0,0,0,0,0,0,0,0,0
1403,1,livestock_routine,routine,EGG,0,106,0,0,106,0,0,0,0
1403,1,livestock_routine,routine,FERTILIZER,0,0,168,0,168,0,0,0,0
1403,1,livestock_routine,routine,MELON,0,0,0,0,0,0,0,0,0
1403,1,livestock_routine,routine,MILK,0,72,0,0,72,0,0,0,0
1403,1,livestock_routine,routine,STRAWBERRY,0,12,0,0,12,0,0,0,0
1403,1,livestock_routine,routine,TOMATO,0,20,0,0,20,0,0,0,0
1403,1,livestock_routine,routine,WHEAT,0,99,0,180,103,176,0,0,0
1403,1,livestock_routine,routine,WOOL,0,64,0,0,64,0,0,0,0
1403,1,livestock_routine,feed,CARROT,0,0,0,0,0,0,0,0,0
1403,1,livestock_routine,feed,EGG,0,104,0,0,104,0,0,0,0
1403,1,livestock_routine,feed,FERTILIZER,0,0,171,0,169,0,0,0,2
1403,1,livestock_routine,feed,MELON,0,0,0,0,0,0,0,0,0
1403,1,livestock_routine,feed,MILK,0,48,0,0,48,0,0,0,0
1403,1,livestock_routine,feed,STRAWBERRY,0,15,0,0,14,0,0,0,1
1403,1,livestock_routine,feed,TOMATO,0,24,0,0,24,0,0,0,0
1403,1,livestock_routine,feed,WHEAT,0,104,0,129,111,122,0,0,0
1403,1,livestock_routine,feed,WOOL,0,48,0,0,48,0,0,0,0
1403,1,livestock_routine,care,CARROT,0,0,0,0,0,0,0,0,0
1403,1,livestock_routine,care,EGG,0,108,0,0,108,0,0,0,0
1403,1,livestock_routine,care,FERTILIZER,0,0,167,0,165,0,0,0,2
1403,1,livestock_routine,care,MELON,0,0,0,0,0,0,0,0,0
1403,1,livestock_routine,care,MILK,0,72,0,0,72,0,0,0,0
1403,1,livestock_routine,care,STRAWBERRY,0,14,0,0,13,0,0,0,1
1403,1,livestock_routine,care,TOMATO,0,22,0,0,22,0,0,0,0
1403,1,livestock_routine,care,WHEAT,0,111,0,166,113,160,0,0,4
1403,1,livestock_routine,care,WOOL,0,51,0,0,51,0,0,0,0
1403,1,livestock_routine,fertilizer,CARROT,0,0,0,0,0,0,0,0,0
1403,1,livestock_routine,fertilizer,EGG,0,106,0,0,104,0,0,0,2
1403,1,livestock_routine,fertilizer,FERTILIZER,0,0,167,0,126,0,40,0,1
1403,1,livestock_routine,fertilizer,MELON,0,0,0,0,0,0,0,0,0
1403,1,livestock_routine,fertilizer,MILK,0,72,0,0,72,0,0,0,0
1403,1,livestock_routine,fertilizer,STRAWBERRY,0,29,0,0,29,0,0,0,0
1403,1,livestock_routine,fertilizer,TOMATO,0,46,0,0,46,0,0,0,0
1403,1,livestock_routine,fertilizer,WHEAT,0,118,0,166,122,158,0,0,4
1403,1,livestock_routine,fertilizer,WOOL,0,50,0,0,50,0,0,0,0
1404,0,market10,routine,CARROT,0,0,0,0,0,0,0,0,0
1404,0,market10,routine,EGG,0,102,0,0,102,0,0,0,0
1404,0,market10,routine,FERTILIZER,0,0,167,0,167,0,0,0,0
1404,0,market10,routine,MELON,0,0,0,0,0,0,0,0,0
1404,0,market10,routine,MILK,0,72,0,0,72,0,0,0,0
1404,0,market10,routine,STRAWBERRY,0,14,0,0,14,0,0,0,0
1404,0,market10,routine,TOMATO,0,20,0,0,20,0,0,0,0
1404,0,market10,routine,WHEAT,0,95,0,180,99,176,0,0,0
1404,0,market10,routine,WOOL,0,64,0,0,64,0,0,0,0
1404,0,market10,feed,CARROT,0,0,0,0,0,0,0,0,0
1404,0,market10,feed,EGG,0,104,0,0,102,0,0,0,2
1404,0,market10,feed,FERTILIZER,0,0,171,0,170,0,0,0,1
1404,0,market10,feed,MELON,0,0,0,0,0,0,0,0,0
1404,0,market10,feed,MILK,0,48,0,0,48,0,0,0,0
1404,0,market10,feed,STRAWBERRY,0,13,0,0,13,0,0,0,0
1404,0,market10,feed,TOMATO,0,21,0,0,21,0,0,0,0
1404,0,market10,feed,WHEAT,0,104,0,129,107,122,0,0,4
1404,0,market10,feed,WOOL,0,47,0,0,47,0,0,0,0
1404,0,market10,care,CARROT,0,0,0,0,0,0,0,0,0
1404,0,market10,care,EGG,0,104,0,0,102,0,0,0,2
1404,0,market10,care,FERTILIZER,0,0,167,0,165,0,0,0,2
1404,0,market10,care,MELON,0,0,0,0,0,0,0,0,0
1404,0,market10,care,MILK,0,72,0,0,72,0,0,0,0
1404,0,market10,care,STRAWBERRY,0,14,0,0,14,0,0,0,0
1404,0,market10,care,TOMATO,0,21,0,0,21,0,0,0,0
1404,0,market10,care,WHEAT,0,99,0,174,103,165,0,0,5
1404,0,market10,care,WOOL,0,64,0,0,64,0,0,0,0
1404,0,market10,fertilizer,CARROT,0,0,0,0,0,0,0,0,0
1404,0,market10,fertilizer,EGG,0,108,0,0,106,0,0,0,2
1404,0,market10,fertilizer,FERTILIZER,0,0,170,0,140,0,29,0,1
1404,0,market10,fertilizer,MELON,0,0,0,0,0,0,0,0,0
1404,0,market10,fertilizer,MILK,0,72,0,0,72,0,0,0,0
1404,0,market10,fertilizer,STRAWBERRY,0,30,0,0,30,0,0,0,0
1404,0,market10,fertilizer,TOMATO,0,45,0,0,45,0,0,0,0
1404,0,market10,fertilizer,WHEAT,0,105,0,176,101,167,0,0,13
1404,0,market10,fertilizer,WOOL,0,64,0,0,64,0,0,0,0
1404,0,livestock_routine,routine,CARROT,0,0,0,0,0,0,0,0,0
1404,0,livestock_routine,routine,EGG,0,106,0,0,106,0,0,0,0
1404,0,livestock_routine,routine,FERTILIZER,0,0,168,0,168,0,0,0,0
1404,0,livestock_routine,routine,MELON,0,0,0,0,0,0,0,0,0
1404,0,livestock_routine,routine,MILK,0,72,0,0,72,0,0,0,0
1404,0,livestock_routine,routine,STRAWBERRY,0,13,0,0,13,0,0,0,0
1404,0,livestock_routine,routine,TOMATO,0,15,0,0,15,0,0,0,0
1404,0,livestock_routine,routine,WHEAT,0,103,0,181,108,176,0,0,0
1404,0,livestock_routine,routine,WOOL,0,64,0,0,64,0,0,0,0
1404,0,livestock_routine,feed,CARROT,0,0,0,0,0,0,0,0,0
1404,0,livestock_routine,feed,EGG,0,104,0,0,104,0,0,0,0
1404,0,livestock_routine,feed,FERTILIZER,0,0,170,0,170,0,0,0,0
1404,0,livestock_routine,feed,MELON,0,0,0,0,0,0,0,0,0
1404,0,livestock_routine,feed,MILK,0,48,0,0,48,0,0,0,0
1404,0,livestock_routine,feed,STRAWBERRY,0,15,0,0,14,0,0,0,1
1404,0,livestock_routine,feed,TOMATO,0,19,0,0,19,0,0,0,0
1404,0,livestock_routine,feed,WHEAT,0,107,0,129,107,122,0,0,7
1404,0,livestock_routine,feed,WOOL,0,47,0,0,47,0,0,0,0
1404,0,livestock_routine,care,CARROT,0,0,0,0,0,0,0,0,0
1404,0,livestock_routine,care,EGG,0,108,0,0,108,0,0,0,0
1404,0,livestock_routine,care,FERTILIZER,0,0,167,0,166,0,0,0,1
1404,0,livestock_routine,care,MELON,0,0,0,0,0,0,0,0,0
1404,0,livestock_routine,care,MILK,0,72,0,0,72,0,0,0,0
1404,0,livestock_routine,care,STRAWBERRY,0,14,0,0,14,0,0,0,0
1404,0,livestock_routine,care,TOMATO,0,18,0,0,18,0,0,0,0
1404,0,livestock_routine,care,WHEAT,0,111,0,166,113,160,0,0,4
1404,0,livestock_routine,care,WOOL,0,51,0,0,51,0,0,0,0
1404,0,livestock_routine,fertilizer,CARROT,0,0,0,0,0,0,0,0,0
1404,0,livestock_routine,fertilizer,EGG,0,106,0,0,106,0,0,0,0
1404,0,livestock_routine,fertilizer,FERTILIZER,0,0,166,0,128,0,36,0,2
1404,0,livestock_routine,fertilizer,MELON,0,0,0,0,0,0,0,0,0
1404,0,livestock_routine,fertilizer,MILK,0,71,0,0,71,0,0,0,0
1404,0,livestock_routine,fertilizer,STRAWBERRY,0,30,0,0,30,0,0,0,0
1404,0,livestock_routine,fertilizer,TOMATO,0,44,0,0,44,0,0,0,0
1404,0,livestock_routine,fertilizer,WHEAT,0,109,0,166,110,158,0,0,7
1404,0,livestock_routine,fertilizer,WOOL,0,50,0,0,50,0,0,0,0
1404,1,market10,routine,CARROT,0,0,0,0,0,0,0,0,0
1404,1,market10,routine,EGG,0,102,0,0,102,0,0,0,0
1404,1,market10,routine,FERTILIZER,0,0,167,0,167,0,0,0,0
1404,1,market10,routine,MELON,0,0,0,0,0,0,0,0,0
1404,1,market10,routine,MILK,0,72,0,0,72,0,0,0,0
1404,1,market10,routine,STRAWBERRY,0,14,0,0,14,0,0,0,0
1404,1,market10,routine,TOMATO,0,20,0,0,20,0,0,0,0
1404,1,market10,routine,WHEAT,0,95,0,180,99,176,0,0,0
1404,1,market10,routine,WOOL,0,64,0,0,64,0,0,0,0
1404,1,market10,feed,CARROT,0,0,0,0,0,0,0,0,0
1404,1,market10,feed,EGG,0,104,0,0,102,0,0,0,2
1404,1,market10,feed,FERTILIZER,0,0,171,0,170,0,0,0,1
1404,1,market10,feed,MELON,0,0,0,0,0,0,0,0,0
1404,1,market10,feed,MILK,0,48,0,0,48,0,0,0,0
1404,1,market10,feed,STRAWBERRY,0,13,0,0,13,0,0,0,0
1404,1,market10,feed,TOMATO,0,21,0,0,21,0,0,0,0
1404,1,market10,feed,WHEAT,0,104,0,129,107,122,0,0,4
1404,1,market10,feed,WOOL,0,47,0,0,47,0,0,0,0
1404,1,market10,care,CARROT,0,0,0,0,0,0,0,0,0
1404,1,market10,care,EGG,0,104,0,0,102,0,0,0,2
1404,1,market10,care,FERTILIZER,0,0,167,0,165,0,0,0,2
1404,1,market10,care,MELON,0,0,0,0,0,0,0,0,0
1404,1,market10,care,MILK,0,72,0,0,72,0,0,0,0
1404,1,market10,care,STRAWBERRY,0,14,0,0,14,0,0,0,0
1404,1,market10,care,TOMATO,0,21,0,0,21,0,0,0,0
1404,1,market10,care,WHEAT,0,99,0,174,103,165,0,0,5
1404,1,market10,care,WOOL,0,64,0,0,64,0,0,0,0
1404,1,market10,fertilizer,CARROT,0,0,0,0,0,0,0,0,0
1404,1,market10,fertilizer,EGG,0,108,0,0,106,0,0,0,2
1404,1,market10,fertilizer,FERTILIZER,0,0,170,0,140,0,29,0,1
1404,1,market10,fertilizer,MELON,0,0,0,0,0,0,0,0,0
1404,1,market10,fertilizer,MILK,0,72,0,0,72,0,0,0,0
1404,1,market10,fertilizer,STRAWBERRY,0,30,0,0,30,0,0,0,0
1404,1,market10,fertilizer,TOMATO,0,45,0,0,45,0,0,0,0
1404,1,market10,fertilizer,WHEAT,0,105,0,176,101,167,0,0,13
1404,1,market10,fertilizer,WOOL,0,64,0,0,64,0,0,0,0
1404,1,livestock_routine,routine,CARROT,0,0,0,0,0,0,0,0,0
1404,1,livestock_routine,routine,EGG,0,106,0,0,106,0,0,0,0
1404,1,livestock_routine,routine,FERTILIZER,0,0,168,0,168,0,0,0,0
1404,1,livestock_routine,routine,MELON,0,0,0,0,0,0,0,0,0
1404,1,livestock_routine,routine,MILK,0,72,0,0,72,0,0,0,0
1404,1,livestock_routine,routine,STRAWBERRY,0,13,0,0,13,0,0,0,0
1404,1,livestock_routine,routine,TOMATO,0,15,0,0,15,0,0,0,0
1404,1,livestock_routine,routine,WHEAT,0,103,0,181,108,176,0,0,0
1404,1,livestock_routine,routine,WOOL,0,64,0,0,64,0,0,0,0
1404,1,livestock_routine,feed,CARROT,0,0,0,0,0,0,0,0,0
1404,1,livestock_routine,feed,EGG,0,104,0,0,104,0,0,0,0
1404,1,livestock_routine,feed,FERTILIZER,0,0,170,0,170,0,0,0,0
1404,1,livestock_routine,feed,MELON,0,0,0,0,0,0,0,0,0
1404,1,livestock_routine,feed,MILK,0,48,0,0,48,0,0,0,0
1404,1,livestock_routine,feed,STRAWBERRY,0,15,0,0,14,0,0,0,1
1404,1,livestock_routine,feed,TOMATO,0,19,0,0,19,0,0,0,0
1404,1,livestock_routine,feed,WHEAT,0,107,0,129,107,122,0,0,7
1404,1,livestock_routine,feed,WOOL,0,47,0,0,47,0,0,0,0
1404,1,livestock_routine,care,CARROT,0,0,0,0,0,0,0,0,0
1404,1,livestock_routine,care,EGG,0,108,0,0,108,0,0,0,0
1404,1,livestock_routine,care,FERTILIZER,0,0,167,0,166,0,0,0,1
1404,1,livestock_routine,care,MELON,0,0,0,0,0,0,0,0,0
1404,1,livestock_routine,care,MILK,0,72,0,0,72,0,0,0,0
1404,1,livestock_routine,care,STRAWBERRY,0,14,0,0,14,0,0,0,0
1404,1,livestock_routine,care,TOMATO,0,18,0,0,18,0,0,0,0
1404,1,livestock_routine,care,WHEAT,0,111,0,166,113,160,0,0,4
1404,1,livestock_routine,care,WOOL,0,51,0,0,51,0,0,0,0
1404,1,livestock_routine,fertilizer,CARROT,0,0,0,0,0,0,0,0,0
1404,1,livestock_routine,fertilizer,EGG,0,106,0,0,106,0,0,0,0
1404,1,livestock_routine,fertilizer,FERTILIZER,0,0,166,0,128,0,36,0,2
1404,1,livestock_routine,fertilizer,MELON,0,0,0,0,0,0,0,0,0
1404,1,livestock_routine,fertilizer,MILK,0,71,0,0,71,0,0,0,0
1404,1,livestock_routine,fertilizer,STRAWBERRY,0,30,0,0,30,0,0,0,0
1404,1,livestock_routine,fertilizer,TOMATO,0,44,0,0,44,0,0,0,0
1404,1,livestock_routine,fertilizer,WHEAT,0,109,0,166,110,158,0,0,7
1404,1,livestock_routine,fertilizer,WOOL,0,50,0,0,50,0,0,0,0
