feature,family,distinct_development_values,minimum,maximum,nonzero_fraction,availability,status
capital.seed_spendable_cash,cashflow,705,2.0,43676.0,1.0,current_legal_observation,provisional_not_selected
capital.cash_to_reserve_ratio,cashflow,1001,1.25,10920.0,1.0,current_legal_observation,provisional_not_selected
capital.reserve_shortfall,cashflow,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
delivery.unit0.active,delivery_feasibility,1,1.0,1.0,1.0,current_legal_observation,coverage_gap_constant
delivery.unit0.shed_distance,delivery_feasibility,9,0.0,8.0,0.819060773480663,current_legal_observation,provisional_not_selected
delivery.unit0.carried_units,delivery_feasibility,18,0.0,36.0,0.1526243093922652,current_legal_observation,provisional_not_selected
delivery.unit0.conditional_sale_value,delivery_feasibility,180,0.0,7689.0,0.1526243093922652,current_legal_observation,provisional_not_selected
delivery.unit0.dump_loss_before_market,delivery_feasibility,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
delivery.unit0.delivery_refresh_slack,delivery_feasibility,27,-6.0,23.0,0.8962361878453039,current_legal_observation,provisional_not_selected
delivery.unit0.delivery_terminal_slack,delivery_feasibility,366,-7.0,718.0,0.9968922651933702,current_legal_observation,provisional_not_selected
delivery.unit0.value_per_delivery_action,delivery_feasibility,262,0.0,1558.3333333333333,0.1526243093922652,current_legal_observation,provisional_not_selected
delivery.unit1.active,delivery_feasibility,2,0.0,1.0,0.8342541436464088,current_legal_observation,provisional_not_selected
delivery.unit1.shed_distance,delivery_feasibility,9,0.0,8.0,0.826139502762431,current_legal_observation,provisional_not_selected
delivery.unit1.carried_units,delivery_feasibility,13,0.0,24.0,0.11861187845303868,current_legal_observation,provisional_not_selected
delivery.unit1.conditional_sale_value,delivery_feasibility,167,0.0,6217.0,0.11861187845303868,current_legal_observation,provisional_not_selected
delivery.unit1.dump_loss_before_market,delivery_feasibility,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
delivery.unit1.delivery_refresh_slack,delivery_feasibility,26,-7.0,19.0,0.8057665745856354,current_legal_observation,provisional_not_selected
delivery.unit1.delivery_terminal_slack,delivery_feasibility,371,-8.0,712.0,0.8325276243093923,current_legal_observation,provisional_not_selected
delivery.unit1.value_per_delivery_action,delivery_feasibility,229,0.0,1234.0,0.11861187845303868,current_legal_observation,provisional_not_selected
delivery.unit2.active,delivery_feasibility,2,0.0,1.0,0.8252762430939227,current_legal_observation,provisional_not_selected
delivery.unit2.shed_distance,delivery_feasibility,9,0.0,8.0,0.8102555248618785,current_legal_observation,provisional_not_selected
delivery.unit2.carried_units,delivery_feasibility,17,0.0,30.0,0.11654005524861878,current_legal_observation,provisional_not_selected
delivery.unit2.conditional_sale_value,delivery_feasibility,196,0.0,7706.0,0.11654005524861878,current_legal_observation,provisional_not_selected
delivery.unit2.dump_loss_before_market,delivery_feasibility,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
delivery.unit2.delivery_refresh_slack,delivery_feasibility,25,-6.0,19.0,0.7316988950276243,current_legal_observation,provisional_not_selected
delivery.unit2.delivery_terminal_slack,delivery_feasibility,373,-7.0,713.0,0.8223411602209945,current_legal_observation,provisional_not_selected
delivery.unit2.value_per_delivery_action,delivery_feasibility,265,0.0,1541.2,0.11654005524861878,current_legal_observation,provisional_not_selected
delivery.unit3.active,delivery_feasibility,2,0.0,1.0,0.2562154696132597,current_legal_observation,provisional_not_selected
delivery.unit3.shed_distance,delivery_feasibility,9,0.0,8.0,0.212707182320442,current_legal_observation,provisional_not_selected
delivery.unit3.carried_units,delivery_feasibility,16,0.0,30.0,0.06180939226519337,current_legal_observation,provisional_not_selected
delivery.unit3.conditional_sale_value,delivery_feasibility,115,0.0,7706.0,0.06180939226519337,current_legal_observation,provisional_not_selected
delivery.unit3.dump_loss_before_market,delivery_feasibility,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
delivery.unit3.delivery_refresh_slack,delivery_feasibility,24,-6.0,19.0,0.2401588397790055,current_legal_observation,provisional_not_selected
delivery.unit3.delivery_terminal_slack,delivery_feasibility,237,-7.0,714.0,0.2539709944751381,current_legal_observation,provisional_not_selected
delivery.unit3.value_per_delivery_action,delivery_feasibility,147,0.0,1860.0,0.06180939226519337,current_legal_observation,provisional_not_selected
own.timing.WHEAT.capped_ready_tiles,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.WHEAT.avoidable_wait_unit_days,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.WHEAT.water_now_increment_units,crop_resource_timing,21,0.0,20.0,0.0555939226519337,current_legal_observation,provisional_not_selected
own.timing.WHEAT.refresh_yield_saved_by_water,crop_resource_timing,21,0.0,21.0,0.06595303867403315,current_legal_observation,provisional_not_selected
own.timing.WHEAT.refresh_increment_from_fertilizer_given_water,crop_resource_timing,21,0.0,20.0,0.0555939226519337,current_legal_observation,provisional_not_selected
own.timing.WHEAT.next_refresh_production_events,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.WHEAT.ready_units_with_active_delivery_route,crop_resource_timing,47,0.0,56.0,0.0730317679558011,current_legal_observation,provisional_not_selected
own.timing.WHEAT.ready_units_without_terminal_route,crop_resource_timing,12,0.0,18.0,0.0055248618784530384,current_legal_observation,provisional_not_selected
own.timing.WHEAT.water_death_tasks_unreachable_today,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.WHEAT.decay_within_two_actions,crop_resource_timing,5,0.0,4.0,0.001553867403314917,current_legal_observation,provisional_not_selected
own.timing.WHEAT.present,crop_resource_timing,2,0.0,1.0,0.10928867403314917,current_legal_observation,provisional_not_selected
own.timing.WHEAT.first_maturity_actions,crop_resource_timing,12,0.0,719.0,0.9131560773480663,current_legal_observation,provisional_not_selected
own.timing.WHEAT.known_decay_present,crop_resource_timing,2,0.0,1.0,0.10928867403314917,current_legal_observation,provisional_not_selected
own.timing.WHEAT.first_decay_actions,crop_resource_timing,32,0.0,719.0,0.9993093922651933,current_legal_observation,provisional_not_selected
own.timing.WHEAT.mean_worker_distance,crop_resource_timing,133,0.0,5.428571428571429,0.106353591160221,current_legal_observation,provisional_not_selected
own.timing.CARROT.capped_ready_tiles,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.CARROT.avoidable_wait_unit_days,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.CARROT.water_now_increment_units,crop_resource_timing,18,0.0,19.0,0.09979281767955801,current_legal_observation,provisional_not_selected
own.timing.CARROT.refresh_yield_saved_by_water,crop_resource_timing,19,0.0,19.0,0.12482734806629835,current_legal_observation,provisional_not_selected
own.timing.CARROT.refresh_increment_from_fertilizer_given_water,crop_resource_timing,18,0.0,19.0,0.09979281767955801,current_legal_observation,provisional_not_selected
own.timing.CARROT.next_refresh_production_events,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.CARROT.ready_units_with_active_delivery_route,crop_resource_timing,35,0.0,38.0,0.11170580110497237,current_legal_observation,provisional_not_selected
own.timing.CARROT.ready_units_without_terminal_route,crop_resource_timing,12,0.0,12.0,0.013466850828729282,current_legal_observation,provisional_not_selected
own.timing.CARROT.water_death_tasks_unreachable_today,crop_resource_timing,2,0.0,1.0,0.00017265193370165745,current_legal_observation,provisional_not_selected
own.timing.CARROT.decay_within_two_actions,crop_resource_timing,5,0.0,4.0,0.0036256906077348065,current_legal_observation,provisional_not_selected
own.timing.CARROT.present,crop_resource_timing,2,0.0,1.0,0.18128453038674033,current_legal_observation,provisional_not_selected
own.timing.CARROT.first_maturity_actions,crop_resource_timing,13,0.0,719.0,0.8589433701657458,current_legal_observation,provisional_not_selected
own.timing.CARROT.known_decay_present,crop_resource_timing,2,0.0,1.0,0.18128453038674033,current_legal_observation,provisional_not_selected
own.timing.CARROT.first_decay_actions,crop_resource_timing,27,0.0,719.0,0.9994820441988951,current_legal_observation,provisional_not_selected
own.timing.CARROT.mean_worker_distance,crop_resource_timing,210,0.0,7.5,0.17558701657458564,current_legal_observation,provisional_not_selected
own.timing.TOMATO.capped_ready_tiles,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.TOMATO.avoidable_wait_unit_days,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.TOMATO.water_now_increment_units,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.TOMATO.refresh_yield_saved_by_water,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.TOMATO.refresh_increment_from_fertilizer_given_water,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.TOMATO.next_refresh_production_events,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.TOMATO.ready_units_with_active_delivery_route,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.TOMATO.ready_units_without_terminal_route,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.TOMATO.water_death_tasks_unreachable_today,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.TOMATO.decay_within_two_actions,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.TOMATO.present,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.TOMATO.first_maturity_actions,crop_resource_timing,1,719.0,719.0,1.0,current_legal_observation,coverage_gap_constant
own.timing.TOMATO.known_decay_present,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.TOMATO.first_decay_actions,crop_resource_timing,1,719.0,719.0,1.0,current_legal_observation,coverage_gap_constant
own.timing.TOMATO.mean_worker_distance,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.STRAWBERRY.capped_ready_tiles,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.STRAWBERRY.avoidable_wait_unit_days,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.STRAWBERRY.water_now_increment_units,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.STRAWBERRY.refresh_yield_saved_by_water,crop_resource_timing,17,0.0,38.0,0.033667127071823205,current_legal_observation,provisional_not_selected
own.timing.STRAWBERRY.refresh_increment_from_fertilizer_given_water,crop_resource_timing,13,0.0,12.0,0.20183011049723756,current_legal_observation,provisional_not_selected
own.timing.STRAWBERRY.next_refresh_production_events,crop_resource_timing,12,0.0,12.0,0.2430939226519337,current_legal_observation,provisional_not_selected
own.timing.STRAWBERRY.ready_units_with_active_delivery_route,crop_resource_timing,47,0.0,49.0,0.20511049723756905,current_legal_observation,provisional_not_selected
own.timing.STRAWBERRY.ready_units_without_terminal_route,crop_resource_timing,20,0.0,42.0,0.01294889502762431,current_legal_observation,provisional_not_selected
own.timing.STRAWBERRY.water_death_tasks_unreachable_today,crop_resource_timing,4,0.0,4.0,0.0006906077348066298,current_legal_observation,provisional_not_selected
own.timing.STRAWBERRY.decay_within_two_actions,crop_resource_timing,9,0.0,11.0,0.007251381215469613,current_legal_observation,provisional_not_selected
own.timing.STRAWBERRY.present,crop_resource_timing,2,0.0,1.0,0.5656077348066298,current_legal_observation,provisional_not_selected
own.timing.STRAWBERRY.first_maturity_actions,crop_resource_timing,60,0.0,719.0,0.7517265193370166,current_legal_observation,provisional_not_selected
own.timing.STRAWBERRY.known_decay_present,crop_resource_timing,2,0.0,1.0,0.04937845303867403,current_legal_observation,provisional_not_selected
own.timing.STRAWBERRY.first_decay_actions,crop_resource_timing,9,0.0,719.0,0.9967196132596685,current_legal_observation,provisional_not_selected
own.timing.STRAWBERRY.mean_worker_distance,crop_resource_timing,224,0.0,6.0,0.5593922651933702,current_legal_observation,provisional_not_selected
own.timing.MELON.capped_ready_tiles,crop_resource_timing,21,0.0,25.0,0.12154696132596685,current_legal_observation,provisional_not_selected
own.timing.MELON.avoidable_wait_unit_days,crop_resource_timing,17,0.0,252.0,0.08977900552486189,current_legal_observation,provisional_not_selected
own.timing.MELON.water_now_increment_units,crop_resource_timing,22,0.0,25.0,0.3076657458563536,current_legal_observation,provisional_not_selected
own.timing.MELON.refresh_yield_saved_by_water,crop_resource_timing,31,0.0,90.0,0.343232044198895,current_legal_observation,provisional_not_selected
own.timing.MELON.refresh_increment_from_fertilizer_given_water,crop_resource_timing,15,0.0,25.0,0.23929558011049723,current_legal_observation,provisional_not_selected
own.timing.MELON.next_refresh_production_events,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.MELON.ready_units_with_active_delivery_route,crop_resource_timing,54,0.0,150.0,0.13829419889502761,current_legal_observation,provisional_not_selected
own.timing.MELON.ready_units_without_terminal_route,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.MELON.water_death_tasks_unreachable_today,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.MELON.decay_within_two_actions,crop_resource_timing,3,0.0,16.0,0.0027624309392265192,current_legal_observation,provisional_not_selected
own.timing.MELON.present,crop_resource_timing,2,0.0,1.0,0.7638121546961326,current_legal_observation,provisional_not_selected
own.timing.MELON.first_maturity_actions,crop_resource_timing,61,0.0,719.0,0.8411602209944752,current_legal_observation,provisional_not_selected
own.timing.MELON.known_decay_present,crop_resource_timing,2,0.0,1.0,0.7638121546961326,current_legal_observation,provisional_not_selected
own.timing.MELON.first_decay_actions,crop_resource_timing,79,0.0,719.0,0.9917127071823204,current_legal_observation,provisional_not_selected
own.timing.MELON.mean_worker_distance,crop_resource_timing,114,0.0,5.5,0.756560773480663,current_legal_observation,provisional_not_selected
own.husbandry.GOOSE.escape_prevented_by_feed,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.GOOSE.refresh_units_saved_by_feed,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.GOOSE.care_bank_marginal,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.GOOSE.next_production_events,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.GOOSE.cap_headroom,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.GOOSE.banked_bonus_at_risk_if_unfed,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.GOOSE.next_fed_production_saturation,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.COW.escape_prevented_by_feed,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.COW.refresh_units_saved_by_feed,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.COW.care_bank_marginal,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.COW.next_production_events,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.COW.cap_headroom,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.COW.banked_bonus_at_risk_if_unfed,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.COW.next_fed_production_saturation,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.SHEEP.escape_prevented_by_feed,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.SHEEP.refresh_units_saved_by_feed,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.SHEEP.care_bank_marginal,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.SHEEP.next_production_events,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.SHEEP.cap_headroom,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.SHEEP.banked_bonus_at_risk_if_unfed,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.SHEEP.next_fed_production_saturation,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.WHEAT.capped_ready_tiles,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.WHEAT.avoidable_wait_unit_days,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.WHEAT.water_now_increment_units,crop_resource_timing,14,0.0,13.0,0.05939226519337017,current_legal_observation,provisional_not_selected
opponent.timing.WHEAT.refresh_yield_saved_by_water,crop_resource_timing,14,0.0,13.0,0.06767955801104972,current_legal_observation,provisional_not_selected
opponent.timing.WHEAT.refresh_increment_from_fertilizer_given_water,crop_resource_timing,14,0.0,13.0,0.05939226519337017,current_legal_observation,provisional_not_selected
opponent.timing.WHEAT.next_refresh_production_events,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.WHEAT.ready_units_with_active_delivery_route,crop_resource_timing,35,0.0,36.0,0.06474447513812155,current_legal_observation,provisional_not_selected
opponent.timing.WHEAT.ready_units_without_terminal_route,crop_resource_timing,6,0.0,8.0,0.0027624309392265192,current_legal_observation,provisional_not_selected
opponent.timing.WHEAT.water_death_tasks_unreachable_today,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.WHEAT.decay_within_two_actions,crop_resource_timing,4,0.0,4.0,0.001553867403314917,current_legal_observation,provisional_not_selected
opponent.timing.WHEAT.present,crop_resource_timing,2,0.0,1.0,0.10894337016574586,current_legal_observation,provisional_not_selected
opponent.timing.WHEAT.first_maturity_actions,crop_resource_timing,11,0.0,719.0,0.9190262430939227,current_legal_observation,provisional_not_selected
opponent.timing.WHEAT.known_decay_present,crop_resource_timing,2,0.0,1.0,0.10894337016574586,current_legal_observation,provisional_not_selected
opponent.timing.WHEAT.first_decay_actions,crop_resource_timing,30,0.0,719.0,0.9986187845303868,current_legal_observation,provisional_not_selected
opponent.timing.WHEAT.mean_worker_distance,crop_resource_timing,107,0.0,6.4,0.10566298342541436,current_legal_observation,provisional_not_selected
opponent.timing.CARROT.capped_ready_tiles,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.CARROT.avoidable_wait_unit_days,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.CARROT.water_now_increment_units,crop_resource_timing,14,0.0,13.0,0.09564917127071823,current_legal_observation,provisional_not_selected
opponent.timing.CARROT.refresh_yield_saved_by_water,crop_resource_timing,16,0.0,15.0,0.11533149171270718,current_legal_observation,provisional_not_selected
opponent.timing.CARROT.refresh_increment_from_fertilizer_given_water,crop_resource_timing,14,0.0,13.0,0.09564917127071823,current_legal_observation,provisional_not_selected
opponent.timing.CARROT.next_refresh_production_events,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.CARROT.ready_units_with_active_delivery_route,crop_resource_timing,28,0.0,30.0,0.1006560773480663,current_legal_observation,provisional_not_selected
opponent.timing.CARROT.ready_units_without_terminal_route,crop_resource_timing,12,0.0,11.0,0.014675414364640885,current_legal_observation,provisional_not_selected
opponent.timing.CARROT.water_death_tasks_unreachable_today,crop_resource_timing,2,0.0,1.0,0.0003453038674033149,current_legal_observation,provisional_not_selected
opponent.timing.CARROT.decay_within_two_actions,crop_resource_timing,5,0.0,4.0,0.0032803867403314916,current_legal_observation,provisional_not_selected
opponent.timing.CARROT.present,crop_resource_timing,2,0.0,1.0,0.19630524861878454,current_legal_observation,provisional_not_selected
opponent.timing.CARROT.first_maturity_actions,crop_resource_timing,13,0.0,719.0,0.8677486187845304,current_legal_observation,provisional_not_selected
opponent.timing.CARROT.known_decay_present,crop_resource_timing,2,0.0,1.0,0.19630524861878454,current_legal_observation,provisional_not_selected
opponent.timing.CARROT.first_decay_actions,crop_resource_timing,27,0.0,719.0,0.9982734806629834,current_legal_observation,provisional_not_selected
opponent.timing.CARROT.mean_worker_distance,crop_resource_timing,142,0.0,8.0,0.1911256906077348,current_legal_observation,provisional_not_selected
opponent.timing.TOMATO.capped_ready_tiles,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.TOMATO.avoidable_wait_unit_days,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.TOMATO.water_now_increment_units,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.TOMATO.refresh_yield_saved_by_water,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.TOMATO.refresh_increment_from_fertilizer_given_water,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.TOMATO.next_refresh_production_events,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.TOMATO.ready_units_with_active_delivery_route,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.TOMATO.ready_units_without_terminal_route,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.TOMATO.water_death_tasks_unreachable_today,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.TOMATO.decay_within_two_actions,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.TOMATO.present,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.TOMATO.first_maturity_actions,crop_resource_timing,1,719.0,719.0,1.0,current_legal_observation,coverage_gap_constant
opponent.timing.TOMATO.known_decay_present,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.TOMATO.first_decay_actions,crop_resource_timing,1,719.0,719.0,1.0,current_legal_observation,coverage_gap_constant
opponent.timing.TOMATO.mean_worker_distance,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.STRAWBERRY.capped_ready_tiles,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.STRAWBERRY.avoidable_wait_unit_days,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.STRAWBERRY.water_now_increment_units,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.STRAWBERRY.refresh_yield_saved_by_water,crop_resource_timing,25,0.0,48.0,0.06336325966850828,current_legal_observation,provisional_not_selected
opponent.timing.STRAWBERRY.refresh_increment_from_fertilizer_given_water,crop_resource_timing,11,0.0,12.0,0.21875,current_legal_observation,provisional_not_selected
opponent.timing.STRAWBERRY.next_refresh_production_events,crop_resource_timing,10,0.0,12.0,0.26795580110497236,current_legal_observation,provisional_not_selected
opponent.timing.STRAWBERRY.ready_units_with_active_delivery_route,crop_resource_timing,56,0.0,59.0,0.2118439226519337,current_legal_observation,provisional_not_selected
opponent.timing.STRAWBERRY.ready_units_without_terminal_route,crop_resource_timing,24,0.0,43.0,0.02123618784530387,current_legal_observation,provisional_not_selected
opponent.timing.STRAWBERRY.water_death_tasks_unreachable_today,crop_resource_timing,4,0.0,4.0,0.001553867403314917,current_legal_observation,provisional_not_selected
opponent.timing.STRAWBERRY.decay_within_two_actions,crop_resource_timing,7,0.0,11.0,0.008287292817679558,current_legal_observation,provisional_not_selected
opponent.timing.STRAWBERRY.present,crop_resource_timing,2,0.0,1.0,0.5773480662983426,current_legal_observation,provisional_not_selected
opponent.timing.STRAWBERRY.first_maturity_actions,crop_resource_timing,61,0.0,719.0,0.7458563535911602,current_legal_observation,provisional_not_selected
opponent.timing.STRAWBERRY.known_decay_present,crop_resource_timing,2,0.0,1.0,0.055248618784530384,current_legal_observation,provisional_not_selected
opponent.timing.STRAWBERRY.first_decay_actions,crop_resource_timing,9,0.0,719.0,0.9970649171270718,current_legal_observation,provisional_not_selected
opponent.timing.STRAWBERRY.mean_worker_distance,crop_resource_timing,241,0.0,5.545454545454546,0.5704419889502762,current_legal_observation,provisional_not_selected
opponent.timing.MELON.capped_ready_tiles,crop_resource_timing,22,0.0,25.0,0.1403660220994475,current_legal_observation,provisional_not_selected
opponent.timing.MELON.avoidable_wait_unit_days,crop_resource_timing,11,0.0,252.0,0.09116022099447514,current_legal_observation,provisional_not_selected
opponent.timing.MELON.water_now_increment_units,crop_resource_timing,10,0.0,25.0,0.22496546961325967,current_legal_observation,provisional_not_selected
opponent.timing.MELON.refresh_yield_saved_by_water,crop_resource_timing,17,0.0,30.0,0.25776933701657456,current_legal_observation,provisional_not_selected
opponent.timing.MELON.refresh_increment_from_fertilizer_given_water,crop_resource_timing,10,0.0,25.0,0.18024861878453038,current_legal_observation,provisional_not_selected
opponent.timing.MELON.next_refresh_production_events,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.MELON.ready_units_with_active_delivery_route,crop_resource_timing,34,0.0,150.0,0.13812154696132597,current_legal_observation,provisional_not_selected
opponent.timing.MELON.ready_units_without_terminal_route,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.MELON.water_death_tasks_unreachable_today,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.MELON.decay_within_two_actions,crop_resource_timing,3,0.0,5.0,0.0055248618784530384,current_legal_observation,provisional_not_selected
opponent.timing.MELON.present,crop_resource_timing,2,0.0,1.0,0.6265538674033149,current_legal_observation,provisional_not_selected
opponent.timing.MELON.first_maturity_actions,crop_resource_timing,61,0.0,719.0,0.8402969613259669,current_legal_observation,provisional_not_selected
opponent.timing.MELON.known_decay_present,crop_resource_timing,2,0.0,1.0,0.6265538674033149,current_legal_observation,provisional_not_selected
opponent.timing.MELON.first_decay_actions,crop_resource_timing,79,0.0,719.0,0.9834254143646409,current_legal_observation,provisional_not_selected
opponent.timing.MELON.mean_worker_distance,crop_resource_timing,57,0.0,4.5,0.6210290055248618,current_legal_observation,provisional_not_selected
opponent.husbandry.GOOSE.escape_prevented_by_feed,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.husbandry.GOOSE.refresh_units_saved_by_feed,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.husbandry.GOOSE.care_bank_marginal,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.husbandry.GOOSE.next_production_events,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.husbandry.GOOSE.cap_headroom,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.husbandry.GOOSE.banked_bonus_at_risk_if_unfed,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.husbandry.GOOSE.next_fed_production_saturation,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
