feature,family,distinct_development_values,minimum,maximum,nonzero_fraction,availability,status
capital.cash_to_reserve_ratio,cashflow,899,22.636363636363637,7997.5,1.0,current_legal_observation,provisional_not_selected
capital.reserve_shortfall,cashflow,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
delivery.unit0.active,delivery_feasibility,1,1.0,1.0,1.0,current_legal_observation,coverage_gap_constant
delivery.unit0.shed_distance,delivery_feasibility,9,0.0,8.0,0.8128453038674033,current_legal_observation,provisional_not_selected
delivery.unit0.carried_units,delivery_feasibility,13,0.0,24.0,0.15814917127071823,current_legal_observation,provisional_not_selected
delivery.unit0.conditional_sale_value,delivery_feasibility,125,0.0,4083.0,0.15814917127071823,current_legal_observation,provisional_not_selected
delivery.unit0.dump_loss_before_market,delivery_feasibility,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
delivery.unit0.delivery_refresh_slack,delivery_feasibility,26,-5.0,23.0,0.9150552486187845,current_legal_observation,provisional_not_selected
delivery.unit0.delivery_terminal_slack,delivery_feasibility,256,-6.0,718.0,0.9965469613259669,current_legal_observation,provisional_not_selected
delivery.unit0.value_per_delivery_action,delivery_feasibility,159,0.0,825.6666666666666,0.15814917127071823,current_legal_observation,provisional_not_selected
delivery.unit1.active,delivery_feasibility,2,0.0,1.0,0.8342541436464088,current_legal_observation,provisional_not_selected
delivery.unit1.shed_distance,delivery_feasibility,9,0.0,8.0,0.8259668508287292,current_legal_observation,provisional_not_selected
delivery.unit1.carried_units,delivery_feasibility,11,0.0,24.0,0.14019337016574585,current_legal_observation,provisional_not_selected
delivery.unit1.conditional_sale_value,delivery_feasibility,126,0.0,3787.0,0.14019337016574585,current_legal_observation,provisional_not_selected
delivery.unit1.dump_loss_before_market,delivery_feasibility,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
delivery.unit1.delivery_refresh_slack,delivery_feasibility,25,-5.0,19.0,0.7810773480662984,current_legal_observation,provisional_not_selected
delivery.unit1.delivery_terminal_slack,delivery_feasibility,243,-6.0,712.0,0.8335635359116023,current_legal_observation,provisional_not_selected
delivery.unit1.value_per_delivery_action,delivery_feasibility,153,0.0,1436.5,0.14019337016574585,current_legal_observation,provisional_not_selected
delivery.unit2.active,delivery_feasibility,2,0.0,1.0,0.8052486187845304,current_legal_observation,provisional_not_selected
delivery.unit2.shed_distance,delivery_feasibility,9,0.0,8.0,0.7645027624309392,current_legal_observation,provisional_not_selected
delivery.unit2.carried_units,delivery_feasibility,9,0.0,24.0,0.11256906077348067,current_legal_observation,provisional_not_selected
delivery.unit2.conditional_sale_value,delivery_feasibility,89,0.0,2873.0,0.11256906077348067,current_legal_observation,provisional_not_selected
delivery.unit2.dump_loss_before_market,delivery_feasibility,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
delivery.unit2.delivery_refresh_slack,delivery_feasibility,24,-5.0,19.0,0.7272099447513812,current_legal_observation,provisional_not_selected
delivery.unit2.delivery_terminal_slack,delivery_feasibility,214,0.0,713.0,0.8045580110497238,current_legal_observation,provisional_not_selected
delivery.unit2.value_per_delivery_action,delivery_feasibility,111,0.0,1436.5,0.11256906077348067,current_legal_observation,provisional_not_selected
delivery.unit3.active,delivery_feasibility,2,0.0,1.0,0.18093922651933703,current_legal_observation,provisional_not_selected
delivery.unit3.shed_distance,delivery_feasibility,9,0.0,8.0,0.15124309392265192,current_legal_observation,provisional_not_selected
delivery.unit3.carried_units,delivery_feasibility,5,0.0,12.0,0.03038674033149171,current_legal_observation,provisional_not_selected
delivery.unit3.conditional_sale_value,delivery_feasibility,28,0.0,2724.0,0.03038674033149171,current_legal_observation,provisional_not_selected
delivery.unit3.dump_loss_before_market,delivery_feasibility,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
delivery.unit3.delivery_refresh_slack,delivery_feasibility,21,-5.0,19.0,0.17403314917127072,current_legal_observation,provisional_not_selected
delivery.unit3.delivery_terminal_slack,delivery_feasibility,77,0.0,714.0,0.18093922651933703,current_legal_observation,provisional_not_selected
delivery.unit3.value_per_delivery_action,delivery_feasibility,29,0.0,681.0,0.03038674033149171,current_legal_observation,provisional_not_selected
own.timing.WHEAT.capped_ready_tiles,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.WHEAT.avoidable_wait_unit_days,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.WHEAT.water_now_increment_units,crop_resource_timing,7,0.0,6.0,0.05110497237569061,current_legal_observation,provisional_not_selected
own.timing.WHEAT.refresh_yield_saved_by_water,crop_resource_timing,7,0.0,6.0,0.0738950276243094,current_legal_observation,provisional_not_selected
own.timing.WHEAT.refresh_increment_from_fertilizer_given_water,crop_resource_timing,7,0.0,6.0,0.05110497237569061,current_legal_observation,provisional_not_selected
own.timing.WHEAT.next_refresh_production_events,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.WHEAT.ready_units_with_active_delivery_route,crop_resource_timing,13,0.0,13.0,0.10911602209944751,current_legal_observation,provisional_not_selected
own.timing.WHEAT.ready_units_without_terminal_route,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.WHEAT.water_death_tasks_unreachable_today,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.WHEAT.decay_within_two_actions,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.WHEAT.present,crop_resource_timing,2,0.0,1.0,0.1484806629834254,current_legal_observation,provisional_not_selected
own.timing.WHEAT.first_maturity_actions,crop_resource_timing,12,0.0,719.0,0.8791436464088398,current_legal_observation,provisional_not_selected
own.timing.WHEAT.known_decay_present,crop_resource_timing,2,0.0,1.0,0.1484806629834254,current_legal_observation,provisional_not_selected
own.timing.WHEAT.first_decay_actions,crop_resource_timing,29,4.0,719.0,1.0,current_legal_observation,provisional_not_selected
own.timing.WHEAT.mean_worker_distance,crop_resource_timing,36,0.0,5.0,0.14502762430939226,current_legal_observation,provisional_not_selected
own.timing.CARROT.capped_ready_tiles,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.CARROT.avoidable_wait_unit_days,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.CARROT.water_now_increment_units,crop_resource_timing,6,0.0,5.0,0.04834254143646409,current_legal_observation,provisional_not_selected
own.timing.CARROT.refresh_yield_saved_by_water,crop_resource_timing,6,0.0,5.0,0.06629834254143646,current_legal_observation,provisional_not_selected
own.timing.CARROT.refresh_increment_from_fertilizer_given_water,crop_resource_timing,6,0.0,5.0,0.04834254143646409,current_legal_observation,provisional_not_selected
own.timing.CARROT.next_refresh_production_events,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.CARROT.ready_units_with_active_delivery_route,crop_resource_timing,11,0.0,10.0,0.1111878453038674,current_legal_observation,provisional_not_selected
own.timing.CARROT.ready_units_without_terminal_route,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.CARROT.water_death_tasks_unreachable_today,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.CARROT.decay_within_two_actions,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.CARROT.present,crop_resource_timing,2,0.0,1.0,0.15124309392265192,current_legal_observation,provisional_not_selected
own.timing.CARROT.first_maturity_actions,crop_resource_timing,12,0.0,719.0,0.8763812154696132,current_legal_observation,provisional_not_selected
own.timing.CARROT.known_decay_present,crop_resource_timing,2,0.0,1.0,0.15124309392265192,current_legal_observation,provisional_not_selected
own.timing.CARROT.first_decay_actions,crop_resource_timing,20,16.0,719.0,1.0,current_legal_observation,provisional_not_selected
own.timing.CARROT.mean_worker_distance,crop_resource_timing,41,0.0,5.0,0.14709944751381215,current_legal_observation,provisional_not_selected
own.timing.TOMATO.capped_ready_tiles,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.TOMATO.avoidable_wait_unit_days,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.TOMATO.water_now_increment_units,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.TOMATO.refresh_yield_saved_by_water,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.TOMATO.refresh_increment_from_fertilizer_given_water,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.TOMATO.next_refresh_production_events,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.TOMATO.ready_units_with_active_delivery_route,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.TOMATO.ready_units_without_terminal_route,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.TOMATO.water_death_tasks_unreachable_today,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.TOMATO.decay_within_two_actions,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.TOMATO.present,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.TOMATO.first_maturity_actions,crop_resource_timing,1,719.0,719.0,1.0,current_legal_observation,coverage_gap_constant
own.timing.TOMATO.known_decay_present,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.TOMATO.first_decay_actions,crop_resource_timing,1,719.0,719.0,1.0,current_legal_observation,coverage_gap_constant
own.timing.TOMATO.mean_worker_distance,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.STRAWBERRY.capped_ready_tiles,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.STRAWBERRY.avoidable_wait_unit_days,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.STRAWBERRY.water_now_increment_units,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.STRAWBERRY.refresh_yield_saved_by_water,crop_resource_timing,16,0.0,24.0,0.06906077348066299,current_legal_observation,provisional_not_selected
own.timing.STRAWBERRY.refresh_increment_from_fertilizer_given_water,crop_resource_timing,9,0.0,12.0,0.23204419889502761,current_legal_observation,provisional_not_selected
own.timing.STRAWBERRY.next_refresh_production_events,crop_resource_timing,9,0.0,12.0,0.2983425414364641,current_legal_observation,provisional_not_selected
own.timing.STRAWBERRY.ready_units_with_active_delivery_route,crop_resource_timing,56,0.0,66.0,0.2451657458563536,current_legal_observation,provisional_not_selected
own.timing.STRAWBERRY.ready_units_without_terminal_route,crop_resource_timing,4,0.0,12.0,0.013121546961325966,current_legal_observation,provisional_not_selected
own.timing.STRAWBERRY.water_death_tasks_unreachable_today,crop_resource_timing,3,0.0,2.0,0.0055248618784530384,current_legal_observation,provisional_not_selected
own.timing.STRAWBERRY.decay_within_two_actions,crop_resource_timing,8,0.0,12.0,0.016574585635359115,current_legal_observation,provisional_not_selected
own.timing.STRAWBERRY.present,crop_resource_timing,2,0.0,1.0,0.6125690607734806,current_legal_observation,provisional_not_selected
own.timing.STRAWBERRY.first_maturity_actions,crop_resource_timing,58,0.0,719.0,0.6961325966850829,current_legal_observation,provisional_not_selected
own.timing.STRAWBERRY.known_decay_present,crop_resource_timing,2,0.0,1.0,0.10497237569060773,current_legal_observation,provisional_not_selected
own.timing.STRAWBERRY.first_decay_actions,crop_resource_timing,9,0.0,719.0,0.9834254143646409,current_legal_observation,provisional_not_selected
own.timing.STRAWBERRY.mean_worker_distance,crop_resource_timing,107,0.0,6.0,0.611878453038674,current_legal_observation,provisional_not_selected
own.timing.MELON.capped_ready_tiles,crop_resource_timing,4,0.0,3.0,0.04558011049723757,current_legal_observation,provisional_not_selected
own.timing.MELON.avoidable_wait_unit_days,crop_resource_timing,4,0.0,18.0,0.04558011049723757,current_legal_observation,provisional_not_selected
own.timing.MELON.water_now_increment_units,crop_resource_timing,18,0.0,25.0,0.25,current_legal_observation,provisional_not_selected
own.timing.MELON.refresh_yield_saved_by_water,crop_resource_timing,19,0.0,60.0,0.27624309392265195,current_legal_observation,provisional_not_selected
own.timing.MELON.refresh_increment_from_fertilizer_given_water,crop_resource_timing,9,0.0,25.0,0.17679558011049723,current_legal_observation,provisional_not_selected
own.timing.MELON.next_refresh_production_events,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.MELON.ready_units_with_active_delivery_route,crop_resource_timing,14,0.0,125.0,0.07044198895027624,current_legal_observation,provisional_not_selected
own.timing.MELON.ready_units_without_terminal_route,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.MELON.water_death_tasks_unreachable_today,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.MELON.decay_within_two_actions,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.timing.MELON.present,crop_resource_timing,2,0.0,1.0,0.6740331491712708,current_legal_observation,provisional_not_selected
own.timing.MELON.first_maturity_actions,crop_resource_timing,61,0.0,719.0,0.9212707182320442,current_legal_observation,provisional_not_selected
own.timing.MELON.known_decay_present,crop_resource_timing,2,0.0,1.0,0.6740331491712708,current_legal_observation,provisional_not_selected
own.timing.MELON.first_decay_actions,crop_resource_timing,72,28.0,719.0,1.0,current_legal_observation,provisional_not_selected
own.timing.MELON.mean_worker_distance,crop_resource_timing,38,0.0,4.111111111111111,0.6685082872928176,current_legal_observation,provisional_not_selected
own.husbandry.GOOSE.escape_prevented_by_feed,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.GOOSE.refresh_units_saved_by_feed,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.GOOSE.care_bank_marginal,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.GOOSE.next_production_events,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.GOOSE.cap_headroom,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.GOOSE.banked_bonus_at_risk_if_unfed,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.GOOSE.next_fed_production_saturation,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.COW.escape_prevented_by_feed,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.COW.refresh_units_saved_by_feed,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.COW.care_bank_marginal,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.COW.next_production_events,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.COW.cap_headroom,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.COW.banked_bonus_at_risk_if_unfed,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.COW.next_fed_production_saturation,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.SHEEP.escape_prevented_by_feed,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.SHEEP.refresh_units_saved_by_feed,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.SHEEP.care_bank_marginal,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.SHEEP.next_production_events,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.SHEEP.cap_headroom,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.SHEEP.banked_bonus_at_risk_if_unfed,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.husbandry.SHEEP.next_fed_production_saturation,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.WHEAT.capped_ready_tiles,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.WHEAT.avoidable_wait_unit_days,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.WHEAT.water_now_increment_units,crop_resource_timing,7,0.0,6.0,0.04488950276243094,current_legal_observation,provisional_not_selected
opponent.timing.WHEAT.refresh_yield_saved_by_water,crop_resource_timing,7,0.0,6.0,0.06146408839779006,current_legal_observation,provisional_not_selected
opponent.timing.WHEAT.refresh_increment_from_fertilizer_given_water,crop_resource_timing,7,0.0,6.0,0.04488950276243094,current_legal_observation,provisional_not_selected
opponent.timing.WHEAT.next_refresh_production_events,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.WHEAT.ready_units_with_active_delivery_route,crop_resource_timing,14,0.0,13.0,0.10220994475138122,current_legal_observation,provisional_not_selected
opponent.timing.WHEAT.ready_units_without_terminal_route,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.WHEAT.water_death_tasks_unreachable_today,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.WHEAT.decay_within_two_actions,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.WHEAT.present,crop_resource_timing,2,0.0,1.0,0.14709944751381215,current_legal_observation,provisional_not_selected
opponent.timing.WHEAT.first_maturity_actions,crop_resource_timing,12,0.0,719.0,0.8846685082872928,current_legal_observation,provisional_not_selected
opponent.timing.WHEAT.known_decay_present,crop_resource_timing,2,0.0,1.0,0.14709944751381215,current_legal_observation,provisional_not_selected
opponent.timing.WHEAT.first_decay_actions,crop_resource_timing,27,12.0,719.0,1.0,current_legal_observation,provisional_not_selected
opponent.timing.WHEAT.mean_worker_distance,crop_resource_timing,46,0.0,5.0,0.14502762430939226,current_legal_observation,provisional_not_selected
opponent.timing.CARROT.capped_ready_tiles,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.CARROT.avoidable_wait_unit_days,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.CARROT.water_now_increment_units,crop_resource_timing,7,0.0,6.0,0.04765193370165746,current_legal_observation,provisional_not_selected
opponent.timing.CARROT.refresh_yield_saved_by_water,crop_resource_timing,7,0.0,6.0,0.06560773480662983,current_legal_observation,provisional_not_selected
opponent.timing.CARROT.refresh_increment_from_fertilizer_given_water,crop_resource_timing,7,0.0,6.0,0.04765193370165746,current_legal_observation,provisional_not_selected
opponent.timing.CARROT.next_refresh_production_events,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.CARROT.ready_units_with_active_delivery_route,crop_resource_timing,11,0.0,10.0,0.10290055248618785,current_legal_observation,provisional_not_selected
opponent.timing.CARROT.ready_units_without_terminal_route,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.CARROT.water_death_tasks_unreachable_today,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.CARROT.decay_within_two_actions,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.CARROT.present,crop_resource_timing,2,0.0,1.0,0.14986187845303867,current_legal_observation,provisional_not_selected
opponent.timing.CARROT.first_maturity_actions,crop_resource_timing,12,0.0,719.0,0.8853591160220995,current_legal_observation,provisional_not_selected
opponent.timing.CARROT.known_decay_present,crop_resource_timing,2,0.0,1.0,0.14986187845303867,current_legal_observation,provisional_not_selected
opponent.timing.CARROT.first_decay_actions,crop_resource_timing,20,16.0,719.0,1.0,current_legal_observation,provisional_not_selected
opponent.timing.CARROT.mean_worker_distance,crop_resource_timing,49,0.0,5.0,0.1464088397790055,current_legal_observation,provisional_not_selected
opponent.timing.TOMATO.capped_ready_tiles,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.TOMATO.avoidable_wait_unit_days,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.TOMATO.water_now_increment_units,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.TOMATO.refresh_yield_saved_by_water,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.TOMATO.refresh_increment_from_fertilizer_given_water,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.TOMATO.next_refresh_production_events,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.TOMATO.ready_units_with_active_delivery_route,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.TOMATO.ready_units_without_terminal_route,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.TOMATO.water_death_tasks_unreachable_today,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.TOMATO.decay_within_two_actions,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.TOMATO.present,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.TOMATO.first_maturity_actions,crop_resource_timing,1,719.0,719.0,1.0,current_legal_observation,coverage_gap_constant
opponent.timing.TOMATO.known_decay_present,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.TOMATO.first_decay_actions,crop_resource_timing,1,719.0,719.0,1.0,current_legal_observation,coverage_gap_constant
opponent.timing.TOMATO.mean_worker_distance,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.STRAWBERRY.capped_ready_tiles,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.STRAWBERRY.avoidable_wait_unit_days,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.STRAWBERRY.water_now_increment_units,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.STRAWBERRY.refresh_yield_saved_by_water,crop_resource_timing,16,0.0,24.0,0.04212707182320442,current_legal_observation,provisional_not_selected
opponent.timing.STRAWBERRY.refresh_increment_from_fertilizer_given_water,crop_resource_timing,12,0.0,12.0,0.23204419889502761,current_legal_observation,provisional_not_selected
opponent.timing.STRAWBERRY.next_refresh_production_events,crop_resource_timing,12,0.0,12.0,0.2983425414364641,current_legal_observation,provisional_not_selected
opponent.timing.STRAWBERRY.ready_units_with_active_delivery_route,crop_resource_timing,57,0.0,66.0,0.24447513812154695,current_legal_observation,provisional_not_selected
opponent.timing.STRAWBERRY.ready_units_without_terminal_route,crop_resource_timing,4,0.0,12.0,0.013121546961325966,current_legal_observation,provisional_not_selected
opponent.timing.STRAWBERRY.water_death_tasks_unreachable_today,crop_resource_timing,3,0.0,2.0,0.0027624309392265192,current_legal_observation,provisional_not_selected
opponent.timing.STRAWBERRY.decay_within_two_actions,crop_resource_timing,11,0.0,12.0,0.016574585635359115,current_legal_observation,provisional_not_selected
opponent.timing.STRAWBERRY.present,crop_resource_timing,2,0.0,1.0,0.6132596685082873,current_legal_observation,provisional_not_selected
opponent.timing.STRAWBERRY.first_maturity_actions,crop_resource_timing,58,0.0,719.0,0.6961325966850829,current_legal_observation,provisional_not_selected
opponent.timing.STRAWBERRY.known_decay_present,crop_resource_timing,2,0.0,1.0,0.10497237569060773,current_legal_observation,provisional_not_selected
opponent.timing.STRAWBERRY.first_decay_actions,crop_resource_timing,9,0.0,719.0,0.9861878453038674,current_legal_observation,provisional_not_selected
opponent.timing.STRAWBERRY.mean_worker_distance,crop_resource_timing,141,0.0,6.5,0.6125690607734806,current_legal_observation,provisional_not_selected
opponent.timing.MELON.capped_ready_tiles,crop_resource_timing,4,0.0,3.0,0.03660220994475138,current_legal_observation,provisional_not_selected
opponent.timing.MELON.avoidable_wait_unit_days,crop_resource_timing,5,0.0,24.0,0.03660220994475138,current_legal_observation,provisional_not_selected
opponent.timing.MELON.water_now_increment_units,crop_resource_timing,21,0.0,25.0,0.2513812154696133,current_legal_observation,provisional_not_selected
opponent.timing.MELON.refresh_yield_saved_by_water,crop_resource_timing,23,0.0,78.0,0.27417127071823205,current_legal_observation,provisional_not_selected
opponent.timing.MELON.refresh_increment_from_fertilizer_given_water,crop_resource_timing,11,0.0,25.0,0.17679558011049723,current_legal_observation,provisional_not_selected
opponent.timing.MELON.next_refresh_production_events,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.MELON.ready_units_with_active_delivery_route,crop_resource_timing,19,0.0,125.0,0.06837016574585636,current_legal_observation,provisional_not_selected
opponent.timing.MELON.ready_units_without_terminal_route,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.MELON.water_death_tasks_unreachable_today,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.MELON.decay_within_two_actions,crop_resource_timing,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.timing.MELON.present,crop_resource_timing,2,0.0,1.0,0.6740331491712708,current_legal_observation,provisional_not_selected
opponent.timing.MELON.first_maturity_actions,crop_resource_timing,61,0.0,719.0,0.9219613259668509,current_legal_observation,provisional_not_selected
opponent.timing.MELON.known_decay_present,crop_resource_timing,2,0.0,1.0,0.6740331491712708,current_legal_observation,provisional_not_selected
opponent.timing.MELON.first_decay_actions,crop_resource_timing,72,28.0,719.0,1.0,current_legal_observation,provisional_not_selected
opponent.timing.MELON.mean_worker_distance,crop_resource_timing,51,0.0,4.6,0.6685082872928176,current_legal_observation,provisional_not_selected
opponent.husbandry.GOOSE.escape_prevented_by_feed,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.husbandry.GOOSE.refresh_units_saved_by_feed,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.husbandry.GOOSE.care_bank_marginal,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.husbandry.GOOSE.next_production_events,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.husbandry.GOOSE.cap_headroom,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.husbandry.GOOSE.banked_bonus_at_risk_if_unfed,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.husbandry.GOOSE.next_fed_production_saturation,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.husbandry.COW.escape_prevented_by_feed,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
